RrhSJzM8NLE,17.17.11,"alt-J - Pleader (Official Video)","alt-J",10,"2017-11-15 13:10:12","alt-j|'alt j'|'altj'|'band'|'official'|'video'|'guitar'|'music'|'album'|'an awesome'|'wave'|'this is all yours'|'relaxer'|'∆'|'Relaxer'|'Pleader'|'Deadcrush'",284037,9821,397,708,"https://i.ytimg.com/vi/RrhSJzM8NLE/default.jpg",False,False,False
9pbCuFxRuqs,17.17.11,"The truth about the Apple iPhone X - Review!","Jonathan Morrison",28,"2017-11-16 02:34:28","iPhone X Review|'iPhone 10 Review'|'iPhone 10'|'iphone x'|'iphone x unboxing'|'iphone x review'|'unboxing'|'review'|'iphone 2017'|'apple iphone x'|'iphone x hands on'|'iphone x vs'|'iphone x vs iphone 8'|'2017'|'apple'|'iphone x specs'|'new iphone'|'iphone 10'|'iphone'|'animoji'|'iphone 10 review'|'iphone x vs 8'|'face id'|'smartphone'|'iPhone X Camera'|'iphone x vs iphone 8 plus'|'iphone ten'",516456,21523,1107,2972,"https://i.ytimg.com/vi/9pbCuFxRuqs/default.jpg",False,False,False
ItYOdWRo0JY,17.17.11,"Selling My iPhone X To a Machine at Walmart","TechSmartt",28,"2017-11-14 00:45:15","iphone x|'iphone 10'|'iphone'|'walmart'|'techsmartt'|'keaton keller'",3495474,41976,42467,12311,"https://i.ytimg.com/vi/ItYOdWRo0JY/default.jpg",False,False,False
gHZ1Qz0KiKM,17.17.11,"2 Weeks with iPhone X","iJustine",28,"2017-11-13 19:07:23","ijustine|'week with iPhone X'|'iphone x'|'apple'|'iphone'|'iphone x review'|'iphone x unboxing'",914680,21174,2586,3064,"https://i.ytimg.com/vi/gHZ1Qz0KiKM/default.jpg",False,False,False
LduRwIc7eBA,17.17.11,"Kesha - Learn To Let Go in the Live Lounge","BBCRadio1VEVO",10,"2017-11-15 18:59:30","Kesha|'Learn To Let Go'|'BBC'|'Radio 1'|'Live Lounge'",28169,1623,19,113,"https://i.ytimg.com/vi/LduRwIc7eBA/default.jpg",False,False,False
Cr9oGxr0Qa0,17.17.11,"Making Sandals with Zip-Ties and a Laser","William Osman",28,"2017-11-14 14:00:02","laser cutter|'william osman'|'crappy science'|'sandals'|'flip flops'|'laser sandals'|'zip ties'|'diy'|'how to'|'make sandals'|'tap dancing'|'zip tie'|'laser'",162006,7229,97,886,"https://i.ytimg.com/vi/Cr9oGxr0Qa0/default.jpg",False,False,False
nc99ccSXST0,17.17.11,"5 Ice Cream Gadgets put to the Test","CrazyRussianHacker",28,"2017-11-12 21:50:37","5 Ice Cream Gadgets|'Ice Cream'|'Cream Sandwich Maker'|'gadgets'|'gadget review'|'review'|'unboxing'|'kitchen gadgets'|'Gadgets put to the Test'|'testing'|'10 Kitchen Gadgets'|'7 Camping Coffee Gadgets'|'10 Kitchen Gadgets put to the Test'",1194113,28200,1111,2582,"https://i.ytimg.com/vi/nc99ccSXST0/default.jpg",False,False,False
eNSN6qet1kE,17.17.11,"HomeMade Electric Airplane","PeterSripol",28,"2017-11-13 15:30:17","ultralight|'airplane'|'homemade'|'DIY'|'hoverbike'|'part 103'|'ultra light'|'aircraft'|'aviation'|'do it yourself'|'basement'|'petersripol'|'peter sripol'|'biplane'|'flitetest'|'flite test'|'electric vehicle'|'electric'",396661,21839,127,3337,"https://i.ytimg.com/vi/eNSN6qet1kE/default.jpg",False,False,False
fcVjitaM3LY,17.17.11,"78557 and Proth Primes - Numberphile","Numberphile",28,"2017-11-13 12:13:36","numberphile|'prime numbers'|'proth prime'",181539,7193,74,642,"https://i.ytimg.com/vi/fcVjitaM3LY/default.jpg",False,False,False
6VhU_T463sU,17.17.11,"The Making of Hela's Headdress from Thor: Ragnarok","Tested",28,"2017-11-12 15:00:01","tested|'testedcom'|'designercon 2017'|'preview'|'toys'|'props'|'costumes'|'ironhead studio'|'marvel'|'thor'|'thor 3'|'thor ragnorok'|'thor ragnarok'|'hela'|'helmet'|'cosplay'|'headdress'|'costume'",336398,4447,179,265,"https://i.ytimg.com/vi/6VhU_T463sU/default.jpg",False,False,False
fRj34o4hN4I,17.18.11,"What's new, Atlas?","BostonDynamics",28,"2017-11-16 21:12:25","Robotics|'Humanoid Robots'|'Legged Locomotion'|'Dynamic robots'|'Boston Dynamics'",6451949,150015,2976,26863,"https://i.ytimg.com/vi/fRj34o4hN4I/default.jpg",False,False,False
qS6LoRYUdhw,17.18.11,"What Is The Most Dangerous Drug In The World? ft. In A Nutshell (Kurzgesagt)","AsapSCIENCE",28,"2017-11-16 17:38:54","Most dangerous drug|'Most lethal drug'|'Is alcohol dangeorus'|'science of drugs'|'war on drugs'|'your brain on drugs'|'your brain on heroin'|'is heroin the most dangerous drug'|'fentanyl'|'opioid crisis'|'is alcohol bad for you'|'alcohol poisoning'|'harm reduction'|'drug related crime'|'what drugs are legal'|'how to assess risk'|'why are drugs addictive'|'what are drugs'|'ld50'|'prescription drugs'|'lil peep'|'drug overdose'",803168,35094,489,3320,"https://i.ytimg.com/vi/qS6LoRYUdhw/default.jpg",False,False,False
Lxet1zLBTM8,17.18.11,"Top 5 OnePlus 5T Features!","Marques Brownlee",28,"2017-11-16 17:36:14","OnePlus 5T|'OnePlus 5T preview'|'OnePlus 5T review'|'OnePlus 5T features'|'OnePlus'|'5T'|'OnePlus 6'|'MKBHD'|'OnePlus 5T vs'|'camera'|'OnePlus camera'|'OnePlus 5T camera'",1666003,61821,1055,6597,"https://i.ytimg.com/vi/Lxet1zLBTM8/default.jpg",False,False,False
mZpGOQ7tBKE,17.18.11,"Google Pixel Buds review","The Verge",28,"2017-11-16 13:00:03","pixel buds|'google pixel buds'|'google pixel buds review'|'wireless earbuds'|'review'|'google assistant'|'airpods'|'translate'|'translation'|'the verge'|'verge'|'sean o'kane'|'google'",291603,6006,353,700,"https://i.ytimg.com/vi/mZpGOQ7tBKE/default.jpg",False,False,False
DhwwTxTh5To,17.18.11,"Is the Surface Book 2 a MacBook Pro Killer?","Austin Evans",28,"2017-11-16 14:01:40","surface book|'surface book 2'|'microsoft surface book 2'|'microsoft surface book'|'surface'|'microsoft surface'|'macbook'|'macbook pro'|'surface book 2 review'|'new surface book'|'new surface'|'microsoft'|'windows 10'|'apple'|'laptop'|'tablet'|'review'|'windows'|'tech'|'austin evans'",372468,13355,803,2119,"https://i.ytimg.com/vi/DhwwTxTh5To/default.jpg",False,False,False
